ID;categorie;titres;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations;nombre_occurrence;netflix_original
60024942;Drames|Blockbusters;Arrête-moi si tu peux;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXxKC4rpPAV-QT9O9jMBdri5lwkY_YoO2jAOVgHyL74oK74pS6qtoPncDULH2atSvUcUFwOn2thhWRYwzsMAVrNkf9feQ3Hsq4E.webp?r=0f4;2002;2 h 21 min;Recommandé à 69 %;13+;Un agent du FBI s'est donné pour mission de mettre un escroc rusé, Frank Abagnale Jr., en prison. Frank, quant à lui, se délecte de ce jeu du chat et de la souris.;;0;Steven Spielberg;Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,James Brolin,Brian Howe,Frank John Hughes,Steve Eastin;Jeff Nathanson;Films policiers,Drames,Films inspirés de livres,Films inspirés de faits réels,Drames primés;;70132721,80101899,70084788,880640,70189289,60024922,70230640,81064867,80015343,60029681,81140933,70201437,60000417,1151721,60011152,70044605,81252357,80121192,17405997,70119811,70243460,18907685,81092221,268371,70305903,70019004;2;False
60026139;Films d'action et d'aventure|Pépites pour vous|Thrillers d'action;Les larmes du soleil;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXAShdAa6H_WDEzFWxWF_7iC1ofY26yWuq0HavcC76jsNU86Dthen1fDawhYhc36XKxdPhpR5L99sr_TjuJOTDpnxPovDSvpdj4.webp?r=0c1;2003;2 h 1 min;;16+;Dans un Nigeria en proie à un coup d'État sanglant, une équipe de Navy Seals est envoyée dans la jungle pour la sauver, mais Dr Kendricks ne quittera pas ses patients.;violence, violence sexuelle;0;Antoine Fuqua;Bruce Willis,Monica Bellucci,Cole Hauser,Eamonn Walker,Johnny Messner,Nick Chinlund,Charles Ingram,Paul Francis,Chad Smith,Tom Skerritt,Malick Bowens,Awaovieyi Agie;Alex Lasker,Patrick Cirillo;Films sur l'armée,Films d'action;;80133543,81088494,80197327,80210920,81280035,80230399,81486213,80237937,70056440,80044545,80220426,70305907,81576597,80170988,81140933,80111425,80118916,81397077,70079583,81279324,80067930,81073022,81557402,328438,81152992,81041495;4;False
60027689;Pépites pour vous;École paternelle;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABV5wVad3tPWW_UWcHrfXQQqite0B4V4EPhUG8__SvtdS0smgkiY_avrFqutcEJ9_3FsVdPeIdEWIr9yihbvX_VvX4SjbUz8iXTM.webp?r=8b6;2003;1 h 32 min;;7+;Lorsqu'un père de famille perd son emploi et décide de profiter de cette opportunité pour ouvrir une garderie, enfants et bêtises ne tardent pas à s'inviter chez lui.;;0;Steve Carr;Eddie Murphy,Jeff Garlin,Steve Zahn,Regina King,Anjelica Huston,Kevin Nealon,Jonathan Katz,Siobhan Fallon Hogan,Lisa Edelstein,Lacey Chabert,Laura Kightlinger,Leila Arcieri;Geoff Rodkey;Films pour la famille,Films jeunesse et famille,Films comiques;;986399,600346,70125931,70084792,81011712,70033005,28631029,80994666,80002924,81616116,70047102,70053320,80031800,81414099,81024153,81050106,81475311,70109889,80993016,81023618,60020686,70002007,80994878,81108479,60034572,80233925;1;False
60029681;Thrillers;Scarface;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYf4GuWO1d9pPY0QndpN0AoF3NM-VaqNnjdCQP68QtCcVG8VnHP8qyH--LPgasfolm6ooN3WIaZouoM61aW0g84gS8VhafOUUAQ.webp?r=e9b;1983;2 h 49 min;Recommandé à 68 %;16+;À Miami, un gangster cubain sans scrupules et devenu baron de la drogue se perd peu à peu dans l'addiction, l'obsession et la violence. Les conséquences seront terribles.;violence, drogue;0;Brian De Palma;Al Pacino,Steven Bauer,Michelle Pfeiffer,Mary Elizabeth Mastrantonio,Paul Shenar,Robert Loggia,Miriam Colon,F. Murray Abraham,Harris Yulin,Ángel Salazar,Pepe Serna;Oliver Stone;Thrillers;Violent;70143836,60001220,80210920,81495803,880640,70189289,60024922,70230640,81064867,81135138,60024942,60000417,1151721,60011152,60021783,17405997,80017167,80175798,81557402,18907685,328438,80025172,81092221,268371,80041415,80002479;1;False
60031247;Thrillers;Gothika;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABc4LAzgmmvTIXmJYQigNK1OPyIC3liz4iRKRJDkOKos-yEhf4XguXxg3tJQrTIzXwFXhjXQveMfItARV-QrDC6FBCKUZQp3eN5M.webp?r=728;2003;1 h 38 min;;16+;Après un accident de voiture, une psychiatre spécialisée en criminologie se réveille et réalise qu'elle est internée dans l'établissement pour lequel elle travaille.;violence, violence sexuelle;0;Mathieu Kassovitz;Halle Berry,Robert Downey Jr.,Charles S. Dutton,John Carroll Lynch,Bernard Hill,Penélope Cruz,Dorian Harewood,Bronwen Mantel;Sebastian Gutierrez;Films d'horreur,Thrillers;Effrayant;70058020,60026150,80240371,60027996,60001220,81183718,80210920,81198948,70206131,70099609,80124506,70251537,70102778,81048729,81483306,80106763,70028905,81198998,81519233,60001822,80233020,70123922,70060006,70082265,81225962,70053460;1;False
60034572;Films comiques;Shrek 2;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABVNmCCacANAGbzLMWuVGWo7wdczAmxKD2gRS8BtsgdmqE93mHuwOI07YHud0axVlQi-nS_FASjJMSKyQpTCdsdDaZ1ReKPojKiI.webp?r=6ec;2004;1 h 32 min;Recommandé à 85 %;7+;De retour à Fort Fort Lointain, Shrek et Fiona annoncent qu'ils se sont mariés. Mais un sinistre complot impliquant le prince Charmant menace leur bonheur.;;0;Andrew Adamson,Kelly Asbury,Conrad Vernon;Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews,Antonio Banderas,John Cleese,Rupert Everett,Jennifer Saunders;Andrew Adamson,Joe Stillman,J. David Stem,David N. Weiss;Films pour la famille,Films jeunesse et famille,Aventures en famille,Films comiques,Films inspirés de livres;;986399,80121840,70250213,80071348,70113007,70273612,70033005,28631029,80992263,70269568,70141972,70298991,70220028,70243449,70267728,81050106,70109889,70044595,70011204,70002007,70216224,80048061,80233925;1;False
70002007;Films comiques;Gang de Requins;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUr_LCw5Qalhhd8ji_RbMfylKvTV_ljRTzLpzB-x4yg6nru1jAYaem3OU9xTC_nredaBT0nmOHITqnF5qOw0DBGgorbJlVRahB0.webp?r=e79;2004;1 h 30 min;Recommandé à 83 %;7+;Un mensonge inoffensif transforme un petit poisson en improbable héros. Mais lorsque la vérité éclate, il trouve protection auprès d'un grand requin blanc marginal.;;0;Bibo Bergeron,Vicky Jenson,Rob Letterman;Will Smith,Robert De Niro,Renée Zellweger,Jack Black,Angelina Jolie,Martin Scorsese,Ziggy Marley,Doug E. Doug,Michael Imperioli,Vincent Pastore,Peter Falk,Katie Couric;Michael J. Wilson,Rob Letterman;Films pour la famille,Films jeunesse et famille,Aventures en famille,Films comiques,Films d'animation;;80121840,80071348,80011621,70033005,80204447,80992263,80002924,81616116,70047102,70305922,70298991,70220028,70243449,70267728,81475311,81050106,70109889,70011204,81018682,81312563,81014532,60020686,70216224,80048061,60034572,80233925;1;False
70019004;Drames|Pépites pour vous;Coach Carter;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXETEUACS1P3ZH2CWBul0962whKjSqKbXyFnMOHiaJaIJL34EtLvxXkRRQGNyq_RRKt93FTtC1IxzxIb3GIKPmCSt9lIxd-F0qk.webp?r=205;2005;2 h 16 min;;13+;Embauché comme entraîneur de l'équipe de basket-ball du lycée de Richmond, Ken Carter exige de ses joueurs qu'ils s'illustrent autant sur le terrain qu'en classe.;;2;Thomas Carter;Samuel L. Jackson,Robert Ri'chard,Rob Brown,Ashanti,Debbi Morgan,Vincent Laresca,Rick Gonzalez,Antwon Tanner,Nana Gbewonyo,Channing Tatum;Mark Schwahn,John Gatins;Drames,Films inspirés de faits réels,Drames sociaux,Drames primés;;70132721,80101899,80200047,70084788,80197327,80207506,80074781,80064511,70104313,60024922,80096984,80216302,60024942,70114497,70201437,81435227,60000417,81075659,70044605,17405997,80058397,70119811,80242342,328438,80041415,80999009;2;False
70028883;Anime;Le Château ambulant;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZ6AfAg1m9BoRM_4oU3I0fzrPAN16qLp2MIDAg94o_2YP4lNR2xnF_mbRNYyiIJHi0hcB-nDp-C9aBXjybwjykQQKGeHglbdux8.webp?r=b8f;2004;1 h 59 min;Recommandé à 81 %;10+;L'adolescente Sophie mène un quotidien monotone dans la boutique de chapeaux de son père décédé, jusqu'au jour où elle est transformée en vieille femme par un sortilège.;;0;Hayao Miyazaki;Chieko Baisho,Takuya Kimura,Akihiro Miwa,Tatsuya Gashuin,Ryunosuke Kamiki,Mitsunori Isaki,Yo Oizumi,Akio Otsuka,Daijiro Harada,Haruko Kato;;Films pour la famille,Films jeunesse et famille,Japonais,Animation japonaise inspirée de livres,Aventures en famille;;70045021,60032294,81478031,70019058,70019062,70142405,81316559,60027393,80002924,70047102,81311604,70106454,70243449,80158156,60027106,81475311,81143068,70109889,70216227,60020686,60023642,70002007,60034572;1;False
70033005;Pépites pour vous;Matilda;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABf5AW7uj07TM6UsuVf_CkZpVhyyZngpDJ8cDiZGOfrUTzdJOFeYVSwaeRWzaSX3uSYAUAuNqKSzrAl1D5MzZLxcZV0aU2HadZfw.webp?r=4a0;1996;1 h 38 min;Recommandé à 81 %;7+;Une petite fille persécutée par des parents horribles et la terrifiante directrice de son école se découvre de mystérieux pouvoirs qui changeront sa vie.;;0;Danny DeVito;Mara Wilson,Danny DeVito,Rhea Perlman,Embeth Davidtz,Pam Ferris,Paul Reubens,Tracey Walter,Brian Levinson;Nicholas Kazan,Robin Swicord;Films pour la famille,Films jeunesse et famille,Films comiques,Films inspirés de livres;Insolite;600346,70125931,81220825,81011712,28631029,80992263,80988988,70021640,80994666,80130521,81616116,70047102,70220028,70243449,60027689,81186971,81475311,70044595,60022058,60020686,70002007,80994878,60034572,80233925;1;False
70044605;Pépites pour vous;À la recherche du bonheur;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYD-IcEwQdBQ3TxXDMZdyyEBBJDWgwYLR2nHaBTmFidz5F-FzO5aH4H50Lm02WVYFtSVrP9Js0bSJm_97NLCHdohOuKGleuuyoU.webp?r=061;2006;1 h 57 min;;13+;Déterminé à sortir de la précarité pour offrir le meilleur à son fils, un père célibataire depuis peu gravit un à un les échelons d'une société de courtage.;;0;Gabriele Muccino;Will Smith,Jaden Smith,Thandiwe Newton,Brian Howe,James Karen,Dan Castellaneta,Kurt Fuller,Takayo Fischer;Steve Conrad;Drames,Films inspirés de faits réels,Drames sociaux,Drames primés;Émotion;70132721,80073823,80101899,80200047,70084788,70104313,80064511,60024922,80096984,80015343,60024942,70114497,81140933,81435227,70201437,60000417,81239779,81242205,17405997,80058397,70119811,81349306,81092221,70305903,70019004,80081151;1;False
70044890;Drames|Films comiques;Volver;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZ9Y_3Qqi-JBfkXRYhkAUBBLPA-LDxA_uaoqXmN78g_yONxdqvzzwcOQbrqr-qbMN-EuvQZDb-oWwrlgtaKcAMe6SSdMCYgD14g.webp?r=5ff;2006;2 h;;16+;Pour résoudre des problèmes qu'elle n'a pas pu régler de son vivant, une femme retourne sous forme de spectre dans sa ville natale de la région de La Manche, en Espagne.;;0;Pedro Almodóvar;Penélope Cruz,Carmen Maura,Lola Dueñas,Blanca Portillo,Yohana Cobo,Chus Lampreave,Antonio de la Torre,Carlos Blanco;Pedro Almodóvar;Espagnol,Drames,Films comiques,Drames primés;Décalé,Doux-amer,Intimiste;81660544,70128012,70189304,80197327,81088494,81495803,60025021,80210920,81041317,70135893,80998991,81088495,81435370,81408600,81691686,81476183,81140933,80111425,81397077,70109889,81592338,81324724,70136120,81557402,26268034,81580024;3;False
70058020;Thrillers;1408: Teatteriversio;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbp6Tz5GgyPZh_GqqKN68G0b7B_b0eCi2i9xU8UwoI8ZhQxVgm_yNwqhj3tjH4l11sTMuVhRuKQVeI2s6yzY1fFnLZe8b6RFmxE.webp?r=d88;2007;1 h 44 min;;16+;Dans ce thriller de Stephen King, un écrivain qui n'a jamais cru aux phénomènes paranormaux décide de démystifier les événements de la chambre 1408 à l'hôtel Dolphin.;;0;Mikael Håfström;John Cusack,Samuel L. Jackson,Mary McCormack,Jasmine Jessica Anthony,Tony Shalhoub;Matt Greenberg,Scott Alexander,Larry Karaszewski;Films d'horreur,Thrillers,Films inspirés de livres;;81481808,60027486,80240371,60027996,81198948,80210920,81495803,81183718,70099609,81486213,80124506,70102778,81483306,81025509,80106763,80213226,81576597,81081050,80994132,80111425,81198998,80219131,80233020,81092221,80135164,60001393;1;False
70058026;Films d'action et d'aventure|Blockbusters|Mondes épiques;Transformers;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfymkZt117_BpOQc8FvdIc-ogzoQ5TSYW7MDFGXg94JKQppteU7IJvEYo5NiqCH1aZxkRRGVpq2VYENW5dPbUJqmttoKSevvakU.webp?r=daf;2007;2 h 24 min;Recommandé à 74 %;13+;Sam Witwicky s'aperçoit que sa première voiture est un robot alien métamorphe et devient une figure emblématique du combat pour sauver la Terre des méchants Decepticons.;;3;Michael Bay;Shia LaBeouf,Megan Fox,Josh Duhamel,Rachael Taylor,Tyrese Gibson,Jon Voight,Anthony Anderson,John Turturro,Michael O'Neill,Kevin Dunn;Roberto Orci,Alex Kurtzman,John Rogers;Films SF,Films d'action;;70208599,80029196,70047101,80187362,80133543,80210920,80237937,81002438,80016588,70226287,80216309,70108779,81397077,81279324,81004278,81161789,80166369,81073022,81557402,81195027,70021642,60002360,81044417;3;False
70060015;Thrillers d'action;Je suis une légende;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABf5T6nKXD4QCXJeT-n5y059GxCB5y7nb6UjZHaF258tJ5oRovfVFFG02Dz_eIDXkVH-lvIXu2JyxqDCU5HqD2rDH4VarBuADslE.webp?r=a11;2007;1 h 40 min;;13+;Après une catastrophe planétaire, un scientifique de l'armée lutte pour survivre dans les rues d'un New York assiégé par des mutants nocturnes assoiffés de sang.;;0;Francis Lawrence;Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield,Willow Smith,Dash Mihok;Mark Protosevich,Akiva Goldsman;Films SF,Films inspirés de livres,Films d'action;Sombre,Suspense;80029196,80119234,80133543,60001220,80210920,80091595,70305892,80067831,70097577,80237937,80196789,70056440,81186049,70028905,80216309,81128579,70108779,81279324,81073022,60001650,70251536,81152992,60026139,70305903,80185760,80167481;1;False
70079583;Blockbusters|Thrillers d'action;The Dark Knight : le chevalier noir;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbOHRtRIVR0pLANDzPWGtRDtO7rA12sZepTmJ4CS9wrgW8af20ywFkwm1UuqUlOD3Uo3NOafUKA91F2TFk8uFHvZwGM9Z9XdTb0.webp?r=151;2008;2 h 32 min;;16+;Batman, le lieutenant Gordon et le procureur Harvey Dent s'allient contre le Joker, le génie du crime au maquillage macabre qui terrorise Gotham City.;violence;0;Christopher Nolan;Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Maggie Gyllenhaal,Gary Oldman,Morgan Freeman,Monique Gabriela Curnen;Christopher Nolan,David S. Goyer,Jonathan Nolan;Films d'action;Sombre;70208247,70208599,70270776,80187362,80133543,70065116,80091595,60001220,70305892,81161626,80237937,80170280,80157091,80218200,80216309,60029681,70293702,70103763,80166369,70058026,70153859,81073022,80027042,70305899,60026139,81092221,70060015;4;False
70099790;Mondes épiques;La Momie : La tombe de l'Empereur Dragon;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZtLIN5slwQKOz6wyMLIBrDzibXcqxvSswvWN5pPyHJGycMHZBIOBEvs7xyfUZFzGJcOZSkW-1bwIp1loZSK6DRDzYA3XHynsIM.webp?r=541;2008;1 h 51 min;;13+;Un jeune archéologue découvre une momie maléfique et demande à ses parents de l'aider à la renvoyer dans l'au-delà avant qu'elle ne prenne le contrôle du monde.;;0;Rob Cohen;Brendan Fraser,Jet Li,Maria Bello,Russell Wong,Luke Ford,Michelle Yeoh,Anthony Wong Chau-sang,Isabella Leong,John Hannah,Liam Cunningham;Miles Millar,Alfred Gough;Films d'action;;80029196,80187362,80133543,80091595,60036256,81161626,80237937,80170280,70056440,80157091,70178621,80216309,80161352,70108779,81397077,60029176,81004278,81161789,70119441,81073022,81557402,60001650,70305899,80093133;1;False
70103763;Mondes épiques;Transformers 2 : la revanche;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWGEaudzdFtVDheVJ17TDMUEXVI5COaLf9E6ROXdXs3Y69CH7rd6UNd9P8dCQhRK0hR9xF-yn5knJNkUFNx4P-eY7HsgFAYMS7g.webp?r=e25;2009;2 h 31 min;Recommandé à 60 %;13+;Pour empêcher les Decepticons de détruire la Terre, Sam Witwicky et Mikaela Banes livrent une nouvelle bataille colossale aux côtés d'Optimus Prime et des Autobots.;;1;Michael Bay;Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,John Turturro,Ramon Rodriguez,Kevin Dunn,Julie White,Isabel Lucas,John Benjamin Hickey,Peter Cullen,Rainn Wilson,Hugo Weaving,Tony Todd,Charlie Adler;Ehren Kruger,Roberto Orci,Alex Kurtzman;Films SF,Films d'action;;70208247,80029196,70047101,24063311,80187362,80071348,80133543,70177057,80237937,81002438,80016588,80216309,70108779,70079583,81161789,81004278,80166369,81073022,80027042,80093133,60004481,60022059,81044417;1;False
70108779;Thrillers d'action;2012;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYLkLDPZYurvlmOor7eAEQF2moJyaweYKnQKgTtcrx1XKRIX3W6byiQkaZ7omZQbsvWCbiHpQJdlP5O1f61ru3xb5vTWhmtFvzw.webp?r=e90;2009;2 h 38 min;;13+;Lorsqu'une série de catastrophes naturelles commence à détruire la planète, un père divorcé tente désespérément de sauver sa famille du chaos cataclysmique.;;0;Roland Emmerich;John Cusack,Amanda Peet,Chiwetel Ejiofor,Thandiwe Newton,Oliver Platt,Tom McCarthy,Woody Harrelson,Danny Glover,Liam James,Morgan Lily;Roland Emmerich,Harald Kloser;Films SF,Films d'action;;80094622,80029196,81040362,80133543,60001220,20559714,60036256,80236421,80067831,80237937,80196789,80216309,81004278,80218306,81252357,80117799,60002360,60024918,70251536,60026139,22013422,70060015,70305903,80158764,81044417,80167481;1;False
70113002;Blockbusters;Very Bad Trip;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTmrwML6eWmZvxVVhVoE-10liArcVsEZDkX2Gg356Oc1GeTLPAGrt9_MWP_yXTa96hxLK-b9YpLnhwsUibsKecpfFiLYpXWF4D0.webp?r=d49;2009;1 h 39 min;Recommandé à 59 %;16+;Un enterrement de vie de garçon à Las Vegas dégénère lorsque le futur marié disparaît et que ses trois amis ne se souviennent plus des événements de la nuit passée.;;0;Todd Phillips;Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Heather Graham,Sasha Barrese,Jeffrey Tambor,Ken Jeong,Rachael Harris,Mike Tyson;Scott Moore,Jon Lucas;Films comiques;;70208247,80191876,81580024,70087541,70125231,70244166,70153404,81290742,80171706,215309,81161828,80015343,80993280,80073160,60002139,81397077,70267242,80158583,81033865,81324724,70218756,80079256,70028904,80094318;2;False
70114497;Drames|Pépites pour vous;Des mains en or;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTaOPzFj1HA0oJ3w0sLi5g4856UvQJAxtAn9obE7u9I4UXbMLejFR8IU79Bwt39uRlZI08iGUolygatZNcZ3GCbZoa-FdGTbk8k.webp?r=628;2009;1 h 30 min;;13+;Ce drame inspiré de faits réels retrace les obstacles qu'a dû surmonter Ben Carson pour étudier la médecine et sauver des vies à l'hôpital Johns-Hopkins.;;0;Thomas Carter;Cuba Gooding Jr.,Kimberly Elise,Aunjanue Ellis,Gus Hoffman,Maestro Harrell,Jaishon Fisher,Ele Bardha,Danny Goldring,John Hoogenakker,Guy Van Swearingen,Tajh Bellow;John Pielmeier;Drames,Films inspirés de faits réels,Drames sociaux,Drames primés;Émotion;80184824,80200047,80207506,80066891,80064511,70104313,81290742,81184485,81054619,60024942,80058426,81140933,81435227,81211846,70201437,80128245,81075659,70044605,81242205,17405997,70119811,18962448,81298682,268371,70019004,80081151;2;False
70119811;Drames|Pépites pour vous|Blockbusters;The Blind Side;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABRM7A38qHHoY1kLcQEoaPMODMn1t2JjWHBUDU1Vtoy6zs-SYmE9n8p60eVlHnSBY7R535SMCuPox5YMjTNV_QKoet70pY-4hqyE.webp?r=494;2009;2 h 8 min;Recommandé à 67 %;13+;Un ado SDF s'épanouit sur le terrain de football américain et en dehors après avoir été recueilli par une mère obstinée et sa famille aisée. Inspiré d'une histoire vraie.;;0;John Lee Hancock;Sandra Bullock,Tim McGraw,Quinton Aaron,Jae Head,Lily Collins,Ray McKinnon,Kim Dickens,Adriane Lenox,Kathy Bates,Catherine Dyer;John Lee Hancock;Drames,Films inspirés de livres,Films inspirés de faits réels,Drames primés;;70132721,80073823,80197327,70084788,80074781,70135893,70104313,60024922,80096984,81135138,60024942,70114497,81140933,70201437,81435227,80111425,60000417,81028975,70044605,80058880,81161372,17405997,80242342,268371,70019004,80081151;4;False
70124578;Films et séries allemands;Les Ailes du désir;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdcHcqGQ9OLTYxNY5LnnpCaJu90wOtEaplUqjxofwy8DBXB_QpMxKdHHI22_iG9LbLIt7H7_HhWvZxUQK0LXSru6GpGY9LNdgiU.webp?r=d67;1987;2 h 4 min;;13+;Dans ce film fantastique réalisé par Wim Wenders, un ange souhaite devenir humain après être tombé amoureux d'une jolie trapéziste.;;0;Wim Wenders;Bruno Ganz,Solveig Dommartin,Otto Sander,Curt Bois,Peter Falk,Hans Martin Stier,Elmar Wilms,Sigurd Rachman,Beartice Manowski;Wim Wenders,Peter Handke,Richard Reitinger;Films SF,Allemand,Films indépendants,Films romantiques;Romantique;60031278,81660544,70128012,70048120,80197327,81495803,80210920,81088494,81183718,81041317,70135893,81198448,70281312,81476183,81691686,70032096,81140933,81397077,81592338,81324724,80212934,70044890,81288983,81590491,81195027,81186862;1;False
70125231;Films comiques;Copains Pour Toujours;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfwkb_02ues0f31pLgaRvDqI0FP1o8HFb8uge_W-JSTSIJGOwzviybOmMmhaSv786HRWAfDvV5rMwnCKXb41bvsUiI5x1KooO2k.webp?r=302;2010;1 h 42 min;;13+;Pour rendre hommage à leur entraîneur de basket décédé, cinq copains d'enfance se réunissent dans une maison au bord d'un lac, où ils se comportent comme de vrais gamins.;;0;Dennis Dugan;Adam Sandler,Kevin James,Chris Rock,David Spade,Rob Schneider,Salma Hayek,Maria Bello,Maya Rudolph,Colin Quinn,Tim Meadows,Joyce Van Patten;Adam Sandler,Fred Wolf;Films comiques;Bonne humeur,Décalé;70208247,70155536,70087541,70041162,80063265,70113002,70167070,215309,70044593,80037476,80242619,60034587,80993280,70021637,80073160,70220030,70267242,80158583,81212842,81161789,70263864,70218756,80242342,81018383,80245104,80094318;1;False
